date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:03:53	186300/186300	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/shop-section.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/shop-section.jpg	(from http://www.dehaus.be/)
21:04:00	219579/219579	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/about/about_01.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/about/about_01.jpg	(from http://www.dehaus.be/)
21:04:10	1888450/1888450	---M--	200	added ('OK')	video/mp4	date:Thu,%2025%20Sep%202014%2015:53:09%20GMT	http://www.dehaus.be/video/bar.mp4	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/video/bar.mp4	(from http://www.dehaus.be/)
21:04:32	131224/131224	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/about/about_04.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/about/about_04.jpg	(from http://www.dehaus.be/)
21:04:33	246750/246750	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/about/about_02.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/about/about_02.jpg	(from http://www.dehaus.be/)
21:04:33	206112/206112	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/about/about_03.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/about/about_03.jpg	(from http://www.dehaus.be/)
21:04:34	12960/12960	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202016%2015:34:33%20GMT	http://www.dehaus.be/home	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/home.html	(from http://www.dehaus.be/)
21:04:34	12154/12154	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202016%2015:34:34%20GMT	http://www.dehaus.be/bar	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/bar.html	(from http://www.dehaus.be/)
21:04:34	11205/11205	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202016%2015:34:34%20GMT	http://www.dehaus.be/salon	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/salon.html	(from http://www.dehaus.be/)
21:04:35	11296/11296	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202016%2015:34:34%20GMT	http://www.dehaus.be/kitchen	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/kitchen.html	(from http://www.dehaus.be/)
21:04:35	22079/22079	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202016%2015:34:35%20GMT	http://www.dehaus.be/shop	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/shop.html	(from http://www.dehaus.be/)
21:04:35	12820/12820	---MCZ	200	added ('OK')	text/html	date:Tue,%2011%20Oct%202016%2015:34:35%20GMT	http://www.dehaus.be/about	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/about.html	(from http://www.dehaus.be/)
21:04:43	44306/44306	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:06%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page3.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page3.jpg	(from http://www.dehaus.be/)
21:04:46	89192/89192	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Sep%202014%2016:06:20%20GMT	http://www.dehaus.be/img/bg/about/about_05.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/bg/about/about_05.jpg	(from http://www.dehaus.be/)
21:04:49	79389/79389	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:07%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page5.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page5.jpg	(from http://www.dehaus.be/)
21:04:51	51855/51855	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:07%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page6.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page6.jpg	(from http://www.dehaus.be/)
21:04:54	51137/51137	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:07%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page7.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page7.jpg	(from http://www.dehaus.be/)
21:04:59	60027/60027	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:08%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page8.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page8.jpg	(from http://www.dehaus.be/)
21:04:59	27355/27355	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:08%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page10.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page10.jpg	(from http://www.dehaus.be/)
21:05:01	63976/63976	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:08%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page9.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page9.jpg	(from http://www.dehaus.be/)
21:05:08	51281/51281	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:09%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page12.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page12.jpg	(from http://www.dehaus.be/)
21:05:08	58601/58601	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:08%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page11.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page11.jpg	(from http://www.dehaus.be/)
21:05:09	42270/42270	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:09%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page13.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page13.jpg	(from http://www.dehaus.be/)
21:05:19	70680/70680	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:09%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page14.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page14.jpg	(from http://www.dehaus.be/)
21:05:20	67535/67535	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:10%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page15.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page15.jpg	(from http://www.dehaus.be/)
21:05:21	76822/76822	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:10%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page16.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page16.jpg	(from http://www.dehaus.be/)
21:05:29	62126/62126	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:10%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page17.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page17.jpg	(from http://www.dehaus.be/)
21:05:30	63901/63901	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:11%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page18.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page18.jpg	(from http://www.dehaus.be/)
21:05:33	69395/69395	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:11%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page19.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page19.jpg	(from http://www.dehaus.be/)
21:05:35	25790/25790	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:11%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page21.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page21.jpg	(from http://www.dehaus.be/)
21:05:40	42638/42638	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:12%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page22.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page22.jpg	(from http://www.dehaus.be/)
21:05:42	39344/39344	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:12%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page23.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page23.jpg	(from http://www.dehaus.be/)
21:05:42	77059/77059	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:11%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page20.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page20.jpg	(from http://www.dehaus.be/)
21:05:47	44870/44870	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:12%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page24.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page24.jpg	(from http://www.dehaus.be/)
21:05:48	39936/39936	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:13%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page25.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page25.jpg	(from http://www.dehaus.be/)
21:05:49	43593/43593	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Oct%202015%2010:31:13%20GMT	http://www.dehaus.be/img/menu/dehaus-menu-page26.jpg	C:/Users/Keerti%20Gautam/Documents/dehaus/www.dehaus.be/img/menu/dehaus-menu-page26.jpg	(from http://www.dehaus.be/)
